"Countryres","Age","Gender","Kids","Edu","WorkStatus","AnnualIncome","CurrentOccup","Timeinposyr","Timeinposmn","Communitysize","MaritalStatus","Numsons","Numdaughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","UCONSPRO","OTHCONSPRO","dpmean","aipmean","gpmean","swlsmean","Rank","RankChng","HDI","HDICHNG","HDICAT"
"United States",45,"Female","No Kids","deg","full-time",150000,"",2,0,"Large Town","Separated","0",0,3,3,3,3,3,4,3,5,3,3,4,2,4,3,3,3,4,4,2,5,5,3,4,4,2,2,3,3,3,3,4,3,4,3,4,4,3,4,3,4,4,4,4,4,3,"yes","no",3,3.46666666666667,3.4,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","Yes Kids","dip","full-time",87500,"",3,0,"Village","Divorced","0",1,3,4,4,3,3,2,2,4,5,4,4,4,3,4,4,5,5,4,4,5,5,3,5,5,5,4,5,3,4,5,5,4,3,3,4,4,4,5,5,5,3,4,3,4,4,"yes","yes",3.4,3.93333333333333,4.3,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","No Kids","deg","full-time",150000,"",6,0,"Medium-Sized","Single","0",0,4,4,4,4,4,1,1,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,3,3,3,4,4,4,3,3,3,2,3,3,3,3,3,4,3,2,2,2,3,1,"yes","yes",4,2.46666666666667,3.1,2,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","No Kids","ltuni","full-time",45000,"",6,7,"Large Town","Single","0",0,4,4,4,4,4,2,3,5,3,4,3,4,4,3,4,4,4,4,3,4,4,3,4,5,2,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,2,2,3,2,2,"yes","yes",4,3.6,3.7,2.2,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","ma","full-time",45000,"",7,8,"Small Town","Single","0",0,3,4,5,4,4,1,3,3,5,5,3,5,5,4,5,3,5,5,5,5,5,3,4,4,5,4,5,5,5,5,5,5,4,3,5,5,4,5,5,4,2,2,2,2,2,"yes","yes",4,4.13333333333333,4.5,2,"10","(1)",0.92,"0.002","Very High"
"United States",25,"Female","No Kids","ma","student",10000,"",1,0,"Small Town","Single","0",0,4,3,1,1,1,1,2,3,4,1,1,2,3,1,4,2,3,1,3,3,5,1,2,5,3,3,2,2,4,4,5,3,2,3,4,5,4,3,4,3,4,4,4,5,2,"yes","no",2,2.26666666666667,3.35,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",24,"Male","No Kids","deg","full-time",45000,"",2,1,"Village","Single","0",0,3,3,4,3,3,4,4,4,3,3,1,4,3,2,3,5,2,4,3,2,4,3,5,5,4,4,4,3,5,4,3,4,5,5,4,5,5,3,4,3,4,4,4,4,4,"yes","yes",3.2,3.13333333333333,4.1,4,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","Yes Kids","deg","full-time",35000,"",2,10,"Large Town","Married","0",1,2,2,1,1,1,1,1,5,2,1,1,1,2,1,3,2,2,2,1,1,3,1,1,4,3,2,3,2,4,2,4,3,1,2,3,3,1,4,2,4,5,5,4,5,5,"yes","no",1.4,1.73333333333333,2.6,4.8,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","Yes Kids","ma","full-time",250000,"",1,2,"Village","Married","0",2,3,3,3,2,1,1,2,2,4,3,3,3,3,3,4,1,3,2,3,2,3,1,2,5,2,2,3,3,3,1,4,4,1,3,3,5,2,4,3,2,4,5,3,5,2,"yes","no",2.4,2.6,2.8,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","Yes Kids","deg","part-time",55000,"",6,6,"Small Town","Married","2",1,3,3,4,3,3,1,1,1,3,3,1,3,4,2,3,4,3,3,3,3,3,3,3,4,4,5,4,4,5,3,4,3,1,3,4,3,3,4,5,4,3,4,3,3,2,"yes","yes",3.2,2.53333333333333,3.6,3,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","ltuni","full-time",35000,"",3,7,"Village","Married","1",1,3,3,4,3,3,2,4,4,4,4,2,4,3,3,4,4,4,2,4,4,2,2,3,3,3,3,3,3,3,3,4,3,2,3,3,4,4,3,4,2,3,3,3,3,2,"yes","yes",3.2,3.46666666666667,3,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","No Kids","deg","student",NA,"",0,0,"Village","Married","0",0,4,4,4,3,3,1,1,3,2,2,3,3,2,2,2,4,2,2,2,3,3,2,4,4,3,4,3,4,4,2,3,3,3,3,4,4,4,3,2,3,2,3,2,2,1,"yes","yes",3.6,2.26666666666667,3.25,2,"10","(1)",0.92,"0.002","Very High"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",45,"Male","No Kids","ltuni","full-time",55000,"",5,0,"Small Town","Single","0",0,2,2,2,2,2,3,1,4,2,2,2,2,3,2,2,3,2,1,2,2,2,2,2,4,2,3,2,3,2,3,2,2,1,3,3,4,2,3,2,3,3,3,4,4,1,"no","no",2,2.2,2.5,3,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","ma","part-time",150000,"",14,0,"Small Town","Divorced","1",1,3,2,2,1,1,2,2,5,2,3,1,1,3,2,3,4,2,3,2,1,4,2,2,4,3,2,3,2,3,3,5,4,3,2,3,3,3,4,4,4,1,1,3,2,1,"yes","no",1.8,2.4,3.15,1.6,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","deg","full-time",45000,"",10,0,"Rural/Country","Married","2",0,3,3,4,2,2,1,1,3,3,1,1,1,2,1,3,3,1,3,1,1,2,1,2,1,2,4,2,3,2,2,3,2,2,2,3,3,2,3,1,1,4,5,5,5,4,"no","no",2.8,1.73333333333333,2.15,4.6,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","dip","full-time",45000,"",0,0,"8","Married","1",2,1,3,4,3,3,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,2,5,1,4,3,5,1,1,1,1,1,1,5,5,1,1,2,5,5,5,2,1,"no","no",2.8,1.4,2.15,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","Yes Kids","ltuni","full-time",25000,"",0,0,"Medium-Sized","Married","1",4,1,1,1,1,1,2,2,1,1,1,1,1,2,1,5,3,2,3,1,2,2,1,2,2,1,2,2,2,1,1,4,2,2,2,2,1,2,5,1,2,1,1,1,1,1,"no","no",1,1.86666666666667,1.95,1,"10","(1)",0.92,"0.002","Very High"
"United States",25,"Female","Yes Kids","lthigh","unemployed",25000,"",3,0,"Small Town","Married","0",1,4,4,2,3,3,5,2,3,2,4,2,1,3,3,3,4,3,5,3,5,5,1,3,3,5,2,5,4,5,1,3,3,3,2,3,3,3,5,5,4,3,4,3,4,2,"yes","yes",3.2,3.2,3.4,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",23,"Female","No Kids","deg","full-time",25000,"",3,3,"Small Town","Single","0",0,4,3,2,2,2,2,2,5,3,3,1,2,4,3,4,3,3,4,3,3,4,1,4,5,5,4,4,4,4,2,2,4,4,4,4,5,4,4,2,3,3,3,2,2,4,"yes","no",2.6,3,3.65,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","No Kids","ma","full-time",150000,"",2,0,"Village","Single","0",0,3,3,3,3,3,2,2,5,3,4,4,3,3,4,4,4,2,3,3,3,4,3,4,5,4,2,4,3,4,1,4,4,3,3,4,4,4,3,4,4,4,4,4,4,2,"yes","no",3,3.26666666666667,3.55,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Female","No Kids","ltuni","student",10000,"",9,0,"Medium-Sized","Single","0",0,5,5,5,2,2,2,2,5,4,5,5,5,4,3,5,2,3,3,5,5,5,2,3,5,5,3,5,4,5,5,1,5,2,1,4,5,5,5,5,5,2,2,2,2,1,"yes","no",3.8,3.86666666666667,4,1.8,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","Yes Kids","deg","full-time",35000,"",2,0,"Village","Single","4",1,2,3,1,1,1,3,2,2,5,3,5,5,1,1,4,3,4,4,3,3,3,1,1,3,1,3,1,2,4,1,4,1,2,2,2,5,3,3,4,3,3,3,2,4,5,"yes","yes",1.6,3.2,2.45,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","Yes Kids","deg","part-time",45000,"",1,4,"Village","Married","0",2,4,3,3,2,2,1,2,2,4,3,3,2,3,3,3,2,3,2,3,3,4,1,1,3,3,2,4,3,3,1,4,4,3,1,4,2,2,3,3,3,5,4,5,4,4,"yes","no",2.8,2.6,2.7,4.4,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","ma","full-time",87500,"",10,2,"Small Town","Married","0",1,2,1,2,2,1,1,1,3,2,2,4,1,4,2,5,2,1,2,1,3,2,3,2,1,2,2,2,2,2,1,2,3,2,2,3,3,2,3,2,2,4,4,5,5,4,"no","no",1.6,2.26666666666667,2.15,4.4,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","phd","full-time",NA,"",2,0,"Small Town","Single","0",0,3,3,3,2,2,1,1,2,1,1,3,2,2,1,2,2,1,2,1,2,3,2,2,2,3,4,3,4,3,1,3,4,1,3,3,4,3,2,2,3,4,4,4,3,4,"yes","yes",2.6,1.6,2.75,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","deg","full-time",15000,"",7,0,"Large-City","Single","0",0,3,1,5,1,1,3,3,2,4,3,1,5,5,1,5,5,5,3,3,5,5,1,1,5,4,5,5,3,5,2,4,5,4,3,4,1,5,5,5,3,5,4,5,3,5,"yes","yes",2.2,3.53333333333333,3.75,4.4,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Female","No Kids","ltuni","part-time",15000,"",1,4,"Small Town","Single","0",0,2,2,2,2,2,1,2,4,4,3,1,3,4,3,4,4,3,3,4,4,4,2,4,4,4,3,4,3,4,2,4,4,2,4,3,4,3,3,3,3,3,3,4,4,3,"yes","yes",2,3.13333333333333,3.35,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","Yes Kids","ma","full-time",45000,"",14,0,"Small Town","Married","2",0,4,2,4,4,4,4,1,2,5,3,1,4,4,5,3,4,3,5,3,4,5,1,3,3,3,1,4,5,4,2,5,4,4,2,5,3,4,5,5,5,3,3,3,4,2,"yes","yes",3.6,3.4,3.65,3,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","phd","full-time",55000,"",2,0,"Small Town","Married","0",0,4,1,1,1,1,1,1,3,1,2,3,1,4,3,3,4,1,2,1,5,5,1,1,2,1,1,1,2,3,1,2,5,1,1,3,5,1,3,5,3,3,3,3,3,2,"yes","no",1.6,2.33333333333333,2.35,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","ltuni","part-time",25000,"",4,0,"Large Town","Widowed","1",1,4,3,3,3,3,2,2,3,3,3,4,4,3,4,4,4,3,2,3,5,3,2,3,3,3,3,4,3,3,2,3,3,3,4,3,3,3,4,3,3,1,2,1,3,1,"yes","yes",3.2,3.26666666666667,3.05,1.6,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","ma","full-time",150000,"",5,0,"Small Town","Married","1",1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,3,3,3,3,4,4,4,"no","no",2,1.26666666666667,1.85,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","deg","full-time",87500,"",0,0,"Large Town","Divorced","0",1,2,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,3,4,4,4,4,3,"no","no",1.2,1.26666666666667,1.45,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",19,"Female","No Kids","ltuni","part-time",15000,"",0,3,"Village","Single","0",0,4,5,5,5,5,3,1,3,2,2,1,3,3,2,3,3,2,2,1,3,4,2,2,4,4,5,3,5,4,4,1,3,4,3,4,3,3,2,4,3,1,3,2,2,1,"yes","no",4.8,2.26666666666667,3.35,1.8,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","phd","student",25000,"",5,10,"Small Town","Single","0",0,4,4,3,2,2,2,3,5,3,4,2,2,5,1,5,3,4,3,4,4,4,4,1,5,4,1,5,5,5,4,4,5,3,2,5,3,4,2,5,5,1,1,1,2,2,"yes","yes",3,3.33333333333333,3.8,1.4,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","No Kids","phd","full-time",87500,"",3,6,"Village","Single","0",0,3,2,2,2,2,1,1,5,2,2,1,2,3,2,2,2,2,3,2,2,3,1,3,2,2,3,2,2,3,1,3,3,2,3,3,2,2,4,3,3,3,3,3,3,2,"yes","no",2.2,2.13333333333333,2.5,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","No Kids","ma","full-time",87500,"",9,0,"Small Town","Married","0",0,5,1,2,2,2,2,1,1,2,3,3,4,4,3,2,2,1,2,1,3,3,3,3,3,1,2,4,4,4,1,3,5,5,2,3,1,1,3,3,4,3,5,4,4,1,"yes","yes",2.4,2.26666666666667,2.9,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",24,"Male","No Kids","ma","student",15000,"",0,11,"Rural/Country","Single","0",0,3,3,4,3,3,2,2,3,3,2,4,3,4,1,4,3,3,3,3,3,4,2,3,4,4,2,4,2,4,3,3,4,2,3,4,4,2,4,3,4,3,3,4,3,3,"yes","yes",3.2,2.86666666666667,3.25,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","No Kids","phd","full-time",67500,"",12,2,"8","Divorced","0",0,5,5,4,3,3,2,3,4,4,4,2,2,3,3,4,4,3,4,3,3,5,3,2,5,5,3,5,3,5,3,3,3,4,4,4,5,4,4,5,4,2,2,2,2,2,"yes","yes",4,3.2,3.95,2,"10","(1)",0.92,"0.002","Very High"
"United States",25,"Female","No Kids","ltuni","unemployed",10000,"",0,0,"Small Town","Single","0",0,3,4,5,3,3,2,4,4,4,4,5,5,3,3,4,2,4,2,5,4,4,1,2,3,2,4,3,5,4,3,4,4,2,4,4,3,4,3,3,4,2,1,3,2,3,"yes","yes",3.6,3.66666666666667,3.3,2.2,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","dip","student",15000,"",0,6,"Village","Single","0",0,4,4,5,4,4,4,1,5,1,3,2,3,4,3,2,5,1,3,1,1,4,3,4,3,4,4,4,4,4,1,2,4,4,5,3,2,2,3,4,5,1,1,2,2,4,"yes","yes",4.2,2.6,3.45,2,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","ma","full-time",67500,"",3,0,"Village","Single","0",0,4,4,4,3,3,3,2,3,3,2,3,3,3,3,4,3,2,2,2,3,4,4,4,3,4,3,4,4,4,2,2,4,3,4,4,4,4,4,4,3,2,3,3,3,2,"yes","yes",3.6,2.73333333333333,3.6,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","Yes Kids","phd","unemployed",150000,"",3,8,"Village","Separated","1",0,3,3,3,3,3,1,4,4,5,5,5,5,5,3,5,1,4,2,4,4,4,3,3,5,2,2,2,3,3,5,5,5,2,3,4,1,1,5,4,3,2,2,2,3,1,"yes","yes",3,3.8,3.25,2,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Male","Yes Kids","ltuni","unemployed",15000,"",0,0,"Medium-Sized","Separated","0",3,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,2,2,2,3,2,5,4,5,3,3,5,5,5,5,5,5,5,5,5,1,3,2,1,5,"yes","yes",5,4.73333333333333,4.05,2.4,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","high","full-time",35000,"",0,0,"Medium-Sized","Married","3",1,3,3,2,2,2,3,2,3,3,2,2,4,2,2,3,3,2,3,1,3,4,3,2,2,3,4,4,2,3,2,4,3,2,3,3,4,4,4,3,2,1,2,3,2,2,"yes","yes",2.4,2.53333333333333,3.05,2,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Male","Yes Kids","ma","student",15000,"",0,0,"Rural/Country","Married","1",0,4,4,2,2,3,1,4,4,5,5,2,5,5,3,5,1,3,2,4,3,5,4,4,2,2,2,3,3,5,5,1,5,2,1,5,4,5,3,5,5,3,2,2,2,2,"yes","yes",3,3.46666666666667,3.55,2.2,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","phd","full-time",67500,"",13,0,"Small Town","Married","0",1,4,3,2,2,2,2,2,3,3,3,1,4,4,2,3,4,4,2,3,3,4,2,4,3,3,3,4,3,5,4,4,3,3,3,4,4,4,4,3,4,4,4,2,4,2,"yes","no",2.6,2.86666666666667,3.55,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",19,"Male","No Kids","high","full-time",10000,"",1,0,"Rural/Country","Single","0",0,5,4,4,4,4,5,3,5,3,4,2,5,4,4,3,5,4,5,3,5,5,2,4,5,4,4,5,4,4,5,2,5,2,5,4,3,4,4,4,4,2,2,2,2,1,"yes","yes",4.2,4,3.95,1.8,"10","(1)",0.92,"0.002","Very High"
"United States",25,"Male","No Kids","deg","part-time",25000,"",3,0,"Small Town","","0",0,3,4,3,2,2,2,4,5,3,4,4,4,4,4,4,4,4,3,4,4,5,1,4,2,1,4,3,3,4,3,3,4,2,3,4,5,4,4,5,4,2,2,3,3,2,"yes","yes",2.8,3.8,3.4,2.4,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","ma","student",NA,"",10,0,"Large-City","Married","1",0,4,2,1,1,2,1,4,5,4,2,1,3,4,2,4,3,4,2,5,2,4,2,3,5,1,3,3,3,4,2,5,5,2,3,4,2,2,5,5,3,3,3,3,4,1,"yes","no",2,3.06666666666667,3.3,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","ma","full-time",150000,"",1,4,"Village","Married","2",0,2,1,1,1,1,1,1,4,1,2,2,1,3,1,3,1,3,1,1,1,1,1,4,1,1,1,2,3,3,1,5,3,4,2,4,4,1,5,1,3,1,1,2,3,2,"yes","no",1.2,1.73333333333333,2.5,1.8,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","ma","unemployed",45000,"",0,1,"Rural/Country","Married","0",0,4,4,4,3,3,2,3,3,5,3,1,4,3,3,4,2,5,3,5,4,4,4,4,3,5,4,4,4,4,5,5,4,2,2,3,2,2,5,5,4,4,4,4,4,3,"yes","yes",3.6,3.33333333333333,3.75,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","dip","unemployed",250000,"",0,0,"Medium-Sized","Married","1",2,2,2,3,2,1,2,2,3,3,3,2,2,2,2,2,1,3,1,3,2,2,1,1,5,1,1,4,3,2,3,2,3,3,3,2,2,1,3,3,2,4,4,4,5,4,"no","",2,2.2,2.35,4.2,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","phd","unemployed",35000,"",1,0,"Small Town","Married","0",0,2,3,1,1,1,1,2,4,3,4,4,4,4,4,5,2,2,3,3,3,3,1,1,3,3,3,1,1,4,3,2,3,1,3,5,3,1,4,3,5,3,2,2,3,3,"yes","no",1.6,3.2,2.65,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","deg","full-time",150000,"",0,4,"Village","Single","0",0,2,3,2,1,1,4,2,5,3,2,3,3,3,2,3,4,3,5,2,4,4,4,4,4,3,4,4,2,3,3,4,3,4,4,3,4,4,4,3,4,3,4,4,4,4,"yes","no",1.8,3.2,3.6,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","Yes Kids","ma","part-time",150000,"",10,0,"Village","Married","1",1,4,4,4,3,3,2,2,4,4,5,5,5,5,5,5,2,4,5,5,4,5,1,5,3,5,3,3,5,5,5,1,5,3,3,5,5,5,5,5,5,1,5,2,5,3,"yes","yes",3.6,4.13333333333333,4.1,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Male","No Kids","phd","full-time",250000,"",8,0,"Village","Single","0",0,5,4,4,4,4,2,4,5,5,4,3,5,4,4,5,5,5,4,4,5,4,4,5,4,4,4,5,4,5,5,5,5,2,5,4,5,5,4,5,4,4,4,4,5,5,"yes","yes",4.2,4.26666666666667,4.4,4.4,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","No Kids","ltuni","unemployed",10000,"",0,0,"Small Town","Married","0",0,5,5,5,5,5,2,2,5,4,4,2,3,3,4,5,4,2,4,2,4,5,3,5,5,4,4,4,5,5,2,2,5,4,4,5,5,4,5,5,5,1,1,1,1,1,"yes","yes",5,3.33333333333333,4.3,1,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","Yes Kids","ma","part-time",10000,"",3,7,"Village","Married","1",0,4,4,4,4,4,3,1,5,1,5,4,4,4,5,4,2,2,4,1,4,5,3,3,4,4,4,4,4,4,1,1,4,3,5,5,3,3,5,5,5,2,3,2,2,2,"yes","yes",4,3.26666666666667,3.75,2.2,"10","(1)",0.92,"0.002","Very High"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United States",55,"Female","Yes Kids","ma","part-time",25000,"",10,0,"Small Town","Married","0",1,3,5,3,1,1,1,4,5,5,5,5,5,3,5,5,1,5,1,4,3,5,2,2,2,3,3,4,3,5,3,3,5,2,3,4,3,1,5,4,3,3,5,2,2,2,"yes","yes",2.6,3.8,3.25,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","No Kids","ma","full-time",150000,"",2,0,"Village","Married","0",0,5,5,5,4,4,4,5,3,4,1,4,5,5,5,4,5,5,5,1,2,4,4,4,4,4,4,4,5,1,4,4,4,4,4,5,1,4,4,5,4,2,2,1,4,2,"yes","yes",4.6,3.86666666666667,3.85,2.2,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","phd","full-time",45000,"",0,6,"Small Town","Single","0",0,5,5,5,4,4,1,2,3,5,4,4,5,5,3,5,5,5,5,5,3,5,4,4,5,5,5,5,4,5,5,5,5,1,3,5,5,5,4,5,3,3,2,3,2,2,"yes","yes",4.6,4,4.4,2.4,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","deg","full-time",87500,"",13,0,"Large Town","Divorced","0",0,4,3,3,2,2,2,3,3,4,3,4,5,5,4,4,3,5,5,4,4,5,2,3,3,3,3,4,2,5,3,4,5,1,2,4,4,4,3,3,2,3,4,3,3,3,"yes","yes",2.8,3.86666666666667,3.25,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","No Kids","phd","part-time",45000,"",4,0,"Small Town","Married","0",0,3,3,3,3,4,1,1,4,2,3,2,2,5,4,2,3,2,3,1,3,2,2,4,4,2,3,4,4,4,1,2,4,1,3,5,3,2,4,4,5,2,3,2,2,4,"yes","no",3.2,2.53333333333333,3.15,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","No Kids","ma","full-time",55000,"",6,0,"Large Town","Divorced","0",0,4,4,3,2,2,2,2,3,3,5,1,3,5,3,4,3,4,5,2,3,3,2,2,1,5,1,5,3,4,2,3,4,3,3,4,4,3,5,5,4,3,3,4,3,2,"yes","yes",3,3.2,3.3,3,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","deg","full-time",150000,"",3,0,"Village","Married","1",1,3,3,3,2,2,1,1,3,3,2,3,2,3,2,5,2,2,1,2,3,5,1,2,3,5,5,4,3,4,1,4,4,5,2,4,5,5,4,3,4,3,4,4,4,2,"yes","no",2.6,2.33333333333333,3.65,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","ltuni","part-time",67500,"",8,0,"Village","Married","1",0,4,4,4,4,4,1,1,5,1,1,2,3,3,1,1,2,1,1,1,3,4,1,1,3,1,1,4,2,4,1,4,4,1,1,3,1,1,4,4,5,3,3,3,4,4,"yes","no",4,1.8,2.5,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","No Kids","phd","full-time",67500,"",5,0,"Large-City","Married","0",0,4,4,3,3,3,1,1,2,2,3,1,2,3,3,3,3,1,2,1,2,4,1,3,3,1,3,3,3,3,2,2,4,1,3,3,4,3,3,3,3,4,4,3,4,3,"yes","no",3.4,2,2.75,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","ma","part-time",10000,"",2,0,"Small Town","Married","1",1,3,3,2,2,3,2,1,2,1,3,3,2,3,2,3,2,1,3,1,2,3,2,3,2,2,3,2,4,4,2,4,4,3,3,5,4,2,4,3,4,3,3,3,2,2,"yes","no",2.6,2.06666666666667,3.15,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","ma","part-time",45000,"",1,3,"Village","Married","0",0,2,2,1,2,2,2,3,2,4,3,2,3,3,3,3,2,5,2,4,3,3,2,3,4,3,2,4,3,4,2,4,3,3,4,4,4,2,3,3,3,3,4,3,4,3,"yes","yes",1.8,2.93333333333333,3.15,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","deg","full-time",55000,"",2,0,"Small Town","Single","0",0,3,3,1,1,1,1,1,5,2,1,3,4,3,1,2,3,2,3,1,1,5,1,2,5,4,2,3,2,4,1,2,5,3,2,5,5,5,3,4,4,4,4,4,3,2,"yes","yes",1.8,2.2,3.35,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Male","Yes Kids","ma","student",10000,"",13,0,"Village","Married","0",2,5,5,3,2,2,2,4,5,4,5,2,5,5,5,5,3,4,3,5,2,5,3,3,4,3,3,5,4,5,5,1,4,4,4,5,4,4,4,4,4,4,4,4,4,3,"yes","yes",3.4,3.93333333333333,3.9,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","No Kids","phd","full-time",150000,"",2,0,"Village","Single","0",0,4,3,2,2,2,1,2,3,3,5,1,2,4,4,4,5,3,3,2,4,5,3,2,3,4,3,5,2,4,2,2,5,3,4,4,4,3,4,5,5,1,2,2,2,1,"yes","no",2.6,3.06666666666667,3.6,1.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","deg","retired",250000,"",0,0,"Small Town","Married","2",0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,2,3,2,2,1,3,1,4,2,2,2,3,3,2,4,2,3,4,4,4,4,3,"no","no",1.2,1.2,2.3,3.8,"10","(1)",0.92,"0.002","Very High"
